NumAnc	NumDer	AFRDerFreq	EURDerFreq	Counts
27	0	0.31	0.35	1
49	0	0.16	0.27	1
56	0	0.67	0.65	1
51	0	0.86	0.91	1
47	1	0.1	0.46	1
32	1	0.3	0.39	1
30	0	0.84	0.97	1
54	0	0.9	0.59	1
0	39	0.27	0.66	1
55	0	0.29	0.52	1
1	41	0.49	0.43	1
49	0	0.05	0.16	1
57	0	0.14	0.13	1
1	27	0.05	0.28	1
89	0	0.29	0.29	1
37	0	0.01	0.17	1
39	0	0.05	0.01	1
42	0	0.94	0.86	1
37	0	0.55	0.85	1
41	0	0.01	0.11	1
0	65	0.76	0.94	1
51	0	0.2	0.1	1
42	0	0.45	0.69	1
51	0	0.01	0.1	1
41	0	0.14	0.25	1
37	0	0.17	0.02	1
58	0	0.18	0.27	1
1	63	0.87	0.77	1
41	0	0.04	0.02	1
45	0	0.03	0.49	1
32	0	0.07	0.06	1
46	1	0.28	0.28	1
0	44	0.76	0.97	1
56	0	0.42	0.79	1
30	1	0.22	0.2	1
48	0	0.07	0.16	1
56	1	0.13	0.22	1
1	46	0.01	0.04	1
46	1	0.11	0.13	1
49	0	0.36	0.47	1
58	0	0.05	0.08	1
38	1	0.44	0.18	1
49	0	0.5	0.35	1
44	0	0.32	0.25	1
42	0	0.03	0.02	1
46	0	0.05	0.01	2
39	0	0.25	0.32	1
1	53	0.68	0.95	1
74	0	0.12	0.01	1
47	0	0.46	0.38	1
53	0	0.11	0.33	1
46	0	0.05	0.16	1
41	0	0.21	0.17	1
32	0	0.03	0.25	1
38	0	0.22	0.17	1
55	0	0.03	0.08	1
48	1	0.09	0.22	1
50	0	0.07	0.24	1
50	1	0.39	0.09	1
50	0	0.01	0.26	1
47	0	0.25	0.24	1
47	0	0.14	0.11	1
53	0	0.09	0.21	1
55	0	0.69	0.62	1
57	0	0.07	0.06	1
49	0	0.03	0.07	1
47	0	0.59	0.26	1
58	0	0.15	0.12	1
67	0	0.29	0.29	1
36	1	0.23	0.45	1
44	0	0.02	0.01	1
38	0	0.06	0.01	1
38	0	0.04	0.17	1
41	0	0.01	0.11	1
34	5	0.93	0.88	1
34	0	0.03	0.23	1
0	47	0.5	0.21	1
56	0	0.5	0.95	1
61	0	0.02	0.4	1
57	0	0.02	0.13	1
43	2	0.01	0.23	1
45	1	0.21	0.36	1
72	0	0.15	0.24	1
39	2	0.04	0.14	1
39	0	0.23	0.05	1
0	40	0.24	0.05	1
43	2	0.4	0.68	1
1	56	0.24	0.08	1
0	47	0.54	0.17	1
42	1	0.4	0.5	1
24	0	0.03	0.02	1
52	0	0.39	0.69	1
0	39	0.54	0.55	1
57	0	0.03	0.08	1
48	0	0.83	0.9	1
57	0	0.7	0.88	1
0	44	0.43	0.56	1
57	0	0.36	0.96	1
20	21	0.17	0.02	1
43	0	0.83	0.8	1
41	0	0.01	0.19	1
54	0	0.95	0.92	1
57	0	0.2	0.07	1
0	42	0.35	0.29	1
54	0	0.26	0.44	1
42	0	0.29	0.65	1
42	2	0.38	0.19	1
36	1	0.36	0.39	1
1	48	0.01	0.16	1
0	44	0.86	0.77	1
54	1	0.15	0.16	1
42	0	0.03	0.16	1
39	0	0.63	0.78	1
46	0	0.01	0.01	1
0	73	0.01	0.1	1
57	0	0.07	0.01	1
57	0	0.05	0.04	1
40	0	0.43	0.12	1
44	0	0.74	0.52	1
54	0	0.28	0.32	1
34	1	0.03	0.25	1
1	37	0.16	0.26	1
36	24	0.81	0.63	1
53	1	0.43	0.77	1
35	0	0.46	0.29	1
32	0	0.09	0.17	1
82	0	0.05	0.05	1
1	42	0.01	0.2	1
51	0	0.41	0.41	1
46	0	0.17	0.44	1
0	39	0.75	0.98	1
0	42	0.47	0.05	1
53	0	0.16	0.52	1
0	50	0.89	0.61	1
43	0	0.13	0.17	1
44	0	0.15	0.12	1
0	54	0.67	0.94	1
37	1	0.55	0.3	1
31	0	0.46	0.2	1
47	0	0.46	0.12	1
0	45	0.07	0.2	1
0	42	0.01	0.01	2
2	34	0.02	0.03	1
39	0	0.02	0.08	1
44	0	0.01	0.02	1
39	1	0.42	0.92	1
0	59	0.99	0.94	1
36	0	0.07	0.09	2
44	0	0.04	0.02	1
0	43	0.38	0.53	1
3	52	0.85	0.75	1
42	0	0.36	0.17	1
46	0	0.04	0.05	1
44	0	0.15	0.31	1
92	1	0.33	0.39	1
44	3	0.4	0.82	1
19	0	0.63	0.86	1
44	0	0.05	0.01	1
63	1	0.88	0.85	1
28	0	0.31	0.07	1
0	33	0.46	0.4	1
59	0	0.11	0.47	1
64	0	0.04	0.1	1
58	0	0.17	0.15	1
42	0	0.12	0.04	2
44	0	0.15	0.28	1
44	0	0.09	0.46	1
40	0	0.01	0.01	1
51	0	0.13	0.02	1
58	0	0.11	0.31	1
57	0	0.16	0.1	1
44	0	0.19	0.26	1
35	0	0.1	0.23	1
35	1	0.46	0.74	1
0	64	0.74	0.87	1
29	0	0.15	0.09	1
0	65	0.51	0.33	1
34	1	0.24	0.61	1
31	1	0.11	0.38	1
45	0	0.27	0.5	1
26	0	0.49	0.93	1
45	0	0.17	0.09	1
31	0	0.02	0.02	1
49	1	0.2	0.11	1
2	43	0.9	0.6	1
36	0	0.16	0.1	1
37	0	0.28	0.06	1
56	0	0.1	0.12	1
78	0	0.21	0.01	1
52	0	0.14	0.54	1
0	57	0.93	0.45	1
37	2	0.16	0.11	1
39	0	0.17	0.29	1
0	44	0.33	0.25	1
36	0	0.67	0.93	1
52	0	0.02	0.08	1
46	1	0.38	0.1	1
0	39	0.4	0.93	1
64	0	0.12	0.15	1
56	0	0.77	0.98	1
99	0	0.05	0.47	1
56	0	0.5	0.47	1
31	0	0.03	0.69	1
42	0	0.45	0.29	1
33	0	0.34	0.3	1
36	1	0.5	0.81	1
46	0	0.01	0.13	1
43	1	0.01	0.11	1
37	0	0.09	0.02	1
0	42	0.47	0.77	1
56	0	0.02	0.05	1
31	0	0.55	0.92	1
51	0	0.68	0.54	1
0	43	0.87	0.99	1
0	51	0.51	0.8	1
31	2	0.27	0.14	1
0	32	0.81	0.66	1
42	0	0.23	0.11	1
42	0	0.3	0.27	1
43	1	0.39	0.26	1
33	0	0.01	0.1	1
0	37	0.01	0.19	1
47	0	0.3	0.86	1
48	0	0.86	0.8	1
59	0	0.19	0.52	1
59	0	0.06	0.1	1
0	36	0.22	0.3	1
39	0	0.57	0.17	1
43	0	0.01	0.03	1
46	0	0.7	0.94	1
40	1	0.03	0.43	1
63	0	0.04	0.02	1
46	1	0.33	0.75	1
42	1	0.29	0.05	1
61	0	0.05	0.08	2
36	0	0.32	0.22	1
70	1	0.06	0.32	1
35	0	0.02	0.29	1
65	0	0.04	0.03	1
0	42	0.21	0.38	1
30	0	0.08	0.1	1
0	37	0.52	0.17	1
48	0	0.15	0.13	1
43	1	0.06	0.03	1
32	0	0.03	0.06	1
17	29	0.12	0.05	1
34	1	0.16	0.49	1
67	0	0.05	0.06	1
42	0	0.26	0.5	1
1	67	0.03	0.11	1
58	0	0.1	0.03	1
36	0	0.08	0.28	1
17	18	0.64	0.56	1
51	0	0.11	0.2	1
45	1	0.57	0.92	1
58	1	0.25	0.54	1
1	49	0.28	0.57	1
27	0	0.12	0.33	1
41	0	0.02	0.03	1
60	0	0.07	0.07	1
50	3	0.78	0.89	1
50	1	0.02	0.13	1
38	1	0.11	0.14	1
27	0	0.01	0.2	1
34	1	0.16	0.04	1
50	1	0.74	0.86	1
53	0	0.02	0.09	1
31	0	0.04	0.07	1
38	0	0.18	0.16	1
13	1	0.05	0.06	1
56	0	0.24	0.03	1
43	0	0.14	0.06	1
55	0	0.28	0.37	1
45	0	0.95	0.99	1
0	61	0.19	0.01	1
0	60	0.66	0.56	1
37	0	0.07	0.04	1
55	0	0.04	0.07	1
35	0	0.04	0.16	1
66	0	0.14	0.05	1
45	1	0.42	0.7	1
44	2	0.03	0.05	1
32	0	0.05	0.38	1
43	0	0.39	0.06	1
70	0	0.17	0.09	1
41	0	0.13	0.19	1
31	0	0.01	0.04	1
58	0	0.13	0.14	1
45	1	0.49	0.36	1
69	0	0.71	0.64	1
57	0	0.27	0.22	1
44	0	0.07	0.46	1
0	38	0.65	0.44	1
38	0	0.01	0.13	1
35	0	0.01	0.08	1
37	1	0.68	0.58	1
43	0	0.27	0.72	1
0	50	0.53	0.42	1
51	0	0.04	0.16	1
60	0	0.04	0.01	1
40	1	0.36	0.17	1
41	0	0.02	0.06	1
54	0	0.28	0.21	1
48	1	0.04	0.55	1
44	1	0.02	0.09	1
0	51	0.87	0.88	1
54	0	0.16	0.07	1
35	0	0.2	0.44	1
48	1	0.39	0.67	1
1	42	0.37	0.16	1
50	0	0.11	0.22	1
36	0	0.19	0.28	1
40	0	0.32	0.09	1
39	0	0.64	0.84	1
0	47	0.74	0.49	1
55	0	0.19	0.35	1
0	50	0.99	0.87	1
0	41	0.75	0.41	1
41	0	0.12	0.39	1
46	0	0.01	0.16	1
2	34	0.59	0.07	1
37	1	0.64	0.44	1
44	2	0.53	0.94	1
38	0	0.02	0.01	1
44	1	0.02	0.28	1
35	0	0.47	0.32	1
23	20	0.78	0.99	1
43	0	0.32	0.02	1
30	0	0.24	0.05	1
1	60	0.01	0.03	1
51	0	0.23	0.12	1
44	0	0.13	0.28	1
42	0	0.49	0.89	1
47	2	0.32	0.12	1
27	0	0.06	0.21	1
1	34	0.7	0.82	1
0	30	0.45	0.19	1
27	1	0.02	0.06	1
42	0	0.32	0.57	1
57	0	0.02	0.22	1
41	0	0.04	0.43	1
32	0	0.32	0.57	1
35	0	0.24	0.02	1
71	0	0.65	0.51	1
0	49	0.17	0.59	1
0	43	0.66	0.73	1
61	0	0.01	0.12	1
55	0	0.05	0.03	1
43	0	0.92	0.75	1
43	0	0.43	0.57	1
65	0	0.31	0.7	1
53	0	0.02	0.31	1
60	1	0.13	0.1	1
34	2	0.03	0.14	1
47	0	0.01	0.1	1
67	0	0.11	0.15	1
42	0	0.2	0.04	1
41	0	0.32	0.01	1
51	1	0.04	0.14	1
49	0	0.33	0.12	1
60	0	0.08	0.13	1
58	0	0.06	0.06	1
29	0	0.04	0.32	1
36	0	0.01	0.14	1
0	43	0.48	0.76	1
3	68	0.75	0.76	1
0	65	0.25	0.23	1
15	0	0.25	0.68	1
36	0	0.02	0.31	1
38	0	0.15	0.04	1
46	0	0.03	0.48	1
54	0	0.26	0.44	1
61	0	0.28	0.48	1
44	0	0.56	0.58	1
42	2	0.57	0.77	1
41	0	0.92	0.99	2
43	2	0.56	0.74	1
1	25	0.37	0.21	1
0	32	0.19	0.46	1
56	0	0.01	0.22	1
29	20	0.07	0.05	1
51	0	0.21	0.61	1
48	0	0.11	0.12	1
49	1	0.03	0.46	1
44	2	0.02	0.19	1
44	1	0.14	0.13	1
43	0	0.82	0.91	1
58	0	0.01	0.09	2
51	0	0.15	0.45	1
57	0	0.03	0.08	1
37	1	0.41	0.33	1
61	0	0.92	0.5	1
0	31	0.83	0.74	1
50	0	0.17	0.32	1
1	74	0.47	0.62	1
59	1	0.15	0.08	1
45	0	0.23	0.25	2
43	0	0.08	0.22	1
55	0	0.09	0.05	1
38	0	0.16	0.42	1
54	0	0.03	0.12	1
27	29	0.06	0.03	1
51	0	0.42	0.24	1
39	0	0.02	0.31	1
51	0	0.06	0.37	1
53	0	0.1	0.1	1
59	0	0.01	0.01	1
35	0	0.07	0.01	1
48	0	0.13	0.4	1
44	0	0.38	0.62	1
0	65	0.54	0.85	1
65	0	0.01	0.17	1
36	1	0.02	0.09	1
49	1	0.48	0.35	1
47	1	0.04	0.04	1
0	40	0.79	0.86	1
62	0	0.2	0.05	1
25	0	0.11	0.16	1
41	0	0.29	0.04	1
0	39	0.5	0.17	1
38	0	0.61	0.45	1
50	1	0.28	0.26	1
45	1	0.17	0.79	1
40	0	0.05	0.11	1
47	0	0.12	0.1	1
47	0	0.28	0.25	1
63	1	0.01	0.11	1
49	0	0.42	0.25	1
30	0	0.25	0.34	1
52	0	0.39	0.55	1
31	0	0.19	0.59	1
49	1	0.32	0.66	1
50	0	0.96	0.98	1
51	0	0.31	0.06	1
44	1	0.41	0.26	1
36	1	0.21	0.4	1
54	1	0.72	0.82	1
0	34	0.65	0.82	1
17	0	0.08	0.04	1
0	38	0.44	0.42	1
29	30	0.51	0.86	1
42	0	0.01	0.06	1
57	0	0.41	0.77	1
51	2	0.33	0.97	1
38	0	0.48	0.33	1
60	0	0.04	0.09	1
68	0	0.02	0.16	1
0	48	0.2	0.13	1
43	0	0.36	0.25	1
53	1	0.2	0.27	1
48	0	0.08	0.13	1
41	1	0.72	0.97	1
0	30	0.66	0.83	1
68	0	0.12	0.06	1
0	47	0.02	0.08	1
41	0	0.03	0.06	1
30	0	0.27	0.51	1
36	0	0.48	0.22	1
0	15	0.73	0.93	1
58	0	0.13	0.12	1
58	0	0.42	0.01	1
1	57	0.02	0.02	1
41	0	0.06	0.02	1
39	0	0.24	0.46	1
46	0	0.62	0.6	1
1	49	0.04	0.04	1
0	44	0.19	0.15	1
53	0	0.39	0.3	1
48	1	0.86	0.67	1
47	0	0.12	0.09	1
36	0	0.12	0.58	1
55	1	0.45	0.95	1
47	0	0.01	0.07	1
26	0	0.12	0.14	1
2	51	0.4	0.11	1
46	0	0.31	0.37	1
40	0	0.43	0.21	1
37	0	0.07	0.2	1
55	0	0.59	0.77	1
41	2	0.57	0.7	1
45	0	0.05	0.17	1
69	0	0.2	0.24	1
0	47	0.81	0.6	1
50	0	0.21	0.43	1
46	0	0.33	0.39	1
0	36	0.62	0.23	1
40	0	0.06	0.22	1
55	2	0.29	0.52	1
42	0	0.12	0.03	1
1	37	0.03	0.06	1
1	43	0.4	0.33	1
56	0	0.01	0.15	1
59	0	0.13	0.04	1
51	0	0.56	0.13	1
47	0	0.78	0.69	1
65	0	0.19	0.01	1
0	46	0.22	0.66	1
0	54	0.23	0.31	1
0	53	0.43	0.11	1
47	0	0.03	0.05	1
39	1	0.45	0.12	1
49	0	0.14	0.09	1
36	0	0.09	0.09	1
50	0	0.43	0.27	1
33	1	0.54	0.61	1
33	0	0.02	0.28	1
52	0	0.23	0.53	1
65	0	0.17	0.74	1
42	1	0.58	0.74	1
52	0	0.01	0.18	1
47	0	0.65	0.88	1
48	0	0.62	0.94	1
54	0	0.88	0.83	1
0	54	0.19	0.32	1
54	0	0.02	0.01	1
48	0	0.15	0.25	1
42	0	0.06	0.01	1
59	0	0.34	0.32	1
48	0	0.08	0.4	1
51	0	0.09	0.23	1
61	0	0.21	0.31	1
48	0	0.2	0.28	1
41	0	0.23	0.14	1
0	55	0.44	0.31	1
50	0	0.1	0.46	1
1	67	0.71	0.99	1
61	0	0.07	0.23	1
59	1	0.02	0.14	1
52	0	0.26	0.07	1
84	2	0.07	0.36	1
39	0	0.22	0.03	1
37	1	0.12	0.12	1
50	1	0.49	0.54	1
0	54	0.03	0.05	1
36	0	0.11	0.04	1
46	0	0.12	0.02	1
48	0	0.08	0.05	1
43	0	0.18	0.2	1
64	0	0.02	0.23	1
39	0	0.47	0.49	1
69	0	0.27	0.26	1
1	42	0.39	0.39	1
0	41	0.86	0.97	1
0	38	0.52	0.38	1
0	57	0.88	0.77	1
0	29	0.62	0.48	1
62	0	0.71	0.84	1
35	0	0.02	0.06	1
48	2	0.34	0.72	1
56	0	0.16	0.33	1
38	0	0.1	0.02	1
0	39	0.95	0.96	1
48	0	0.09	0.32	1
0	33	0.14	0.02	1
45	0	0.75	0.8	1
55	1	0.35	0.37	1
41	1	0.38	0.35	1
58	2	0.07	0.1	1
22	2	0.3	0.34	1
57	0	0.04	0.11	1
65	1	0.03	0.27	1
40	1	0.01	0.09	1
63	0	0.46	0.17	1
48	1	0.06	0.26	1
63	1	0.17	0.29	1
0	39	0.83	0.51	1
27	13	0.01	0.06	1
56	0	0.12	0.01	3
46	1	0.04	0.01	1
45	0	0.21	0.44	1
0	55	0.06	0.03	1
0	38	0.34	0.82	2
53	0	0.65	0.66	1
55	1	0.32	0.06	1
41	0	0.32	0.53	1
40	0	0.01	0.09	1
48	1	0.4	0.64	1
0	38	0.7	0.66	1
59	0	0.72	0.79	1
0	51	0.01	0.14	1
67	0	0.02	0.11	1
1	43	0.58	0.75	1
37	0	0.37	0.59	1
0	39	0.99	0.82	1
52	0	0.41	0.33	1
46	0	0.39	0.26	1
51	0	0.08	0.33	1
0	52	0.7	0.98	1
59	0	0.32	0.32	1
42	0	0.1	0.36	1
0	47	0.94	0.8	1
36	0	0.07	0.18	1
32	0	0.17	0.33	1
32	0	0.94	0.98	1
50	0	0.15	0.21	1
0	54	0.39	0.53	1
0	91	0.65	0.75	1
70	0	0.09	0.33	1
38	0	0.12	0.01	1
44	1	0.75	0.98	1
48	1	0.12	0.03	1
48	0	0.18	0.02	1
0	59	0.68	0.83	1
57	0	0.4	0.15	1
0	42	0.35	0.45	1
0	56	0.87	0.95	1
41	0	0.1	0.02	1
35	1	0.87	0.88	1
0	61	0.03	0.37	2
0	44	0.59	0.38	1
0	40	0.79	0.37	1
53	0	0.04	0.65	1
45	1	0.96	0.93	1
59	0	0.05	0.03	1
45	0	0.38	0.62	1
48	0	0.02	0.06	1
50	0	0.03	0.07	1
66	3	0.14	0.6	1
44	0	0.15	0.12	1
52	0	0.46	0.33	1
40	0	0.13	0.23	1
52	0	0.09	0.28	1
48	2	0.59	0.48	1
45	2	0.07	0.06	1
0	52	0.85	0.9	1
57	0	0.11	0.15	1
46	1	0.44	0.58	1
0	55	0.55	0.55	1
39	0	0.03	0.03	1
0	48	0.88	0.95	1
0	29	0.17	0.08	1
40	0	0.12	0.16	1
35	1	0.39	0.76	1
46	0	0.01	0.11	1
0	38	0.64	0.54	1
1	40	0.22	0.26	1
33	29	0.81	0.95	1
58	0	0.14	0.02	1
50	0	0.47	0.68	1
31	0	0.05	0.06	1
38	0	0.01	0.02	1
49	0	0.66	0.84	1
54	0	0.62	0.84	1
7	52	0.55	0.58	1
48	0	0.07	0.15	1
41	0	0.28	0.65	1
0	56	0.9	0.8	1
0	51	0.69	0.76	1
52	1	0.17	0.62	1
34	0	0.48	0.22	1
0	27	0.64	0.53	1
51	1	0.07	0.13	1
0	50	0.97	0.8	1
0	65	0.59	0.49	1
44	1	0.01	0.05	1
53	0	0.08	0.42	1
38	0	0.25	0.31	1
40	0	0.06	0.03	1
44	1	0.01	0.06	1
57	1	0.21	0.63	1
0	49	0.13	0.12	1
0	37	0.14	0.05	1
42	0	0.33	0.52	1
68	0	0.09	0.6	1
50	0	0.24	0.37	1
74	0	0.02	0.05	1
0	42	0.12	0.03	1
0	53	0.01	0.17	1
45	1	0.19	0.5	1
50	0	0.08	0.28	1
43	0	0.32	0.9	1
0	33	0.89	0.99	1
62	0	0.23	0.17	1
0	47	0.54	0.36	1
54	0	0.05	0.51	1
37	0	0.03	0.08	1
65	2	0.03	0.03	1
35	0	0.01	0.16	1
0	40	0.59	0.59	1
45	0	0.04	0.1	1
51	0	0.17	0.12	1
53	1	0.68	0.79	1
50	0	0.21	0.36	1
46	0	0.02	0.27	1
39	2	0.04	0.01	1
37	0	0.44	0.79	1
21	23	0.47	0.69	1
0	29	0.82	0.86	1
33	0	0.03	0.09	1
28	1	0.03	0.01	1
45	0	0.01	0.01	1
34	0	0.01	0.06	1
56	0	0.15	0.04	1
0	43	0.94	0.97	1
43	0	0.01	0.08	1
47	1	0.37	0.59	1
52	0	0.07	0.02	1
53	0	0.23	0.45	1
55	0	0.33	0.16	1
1	43	0.28	0.14	1
43	0	0.04	0.24	1
36	0	0.08	0.09	1
46	0	0.06	0.02	1
56	0	0.03	0.05	1
0	59	0.78	0.75	1
46	0	0.22	0.18	1
57	2	0.06	0.02	1
0	34	0.11	0.03	1
39	0	0.5	0.08	1
36	0	0.11	0.35	1
0	54	0.79	0.99	1
55	0	0.16	0.28	1
38	0	0.11	0.15	1
65	0	0.08	0.06	1
1	40	0.78	0.83	1
1	39	0.01	0.05	1
44	0	0.28	0.15	1
59	0	0.23	0.09	1
0	51	0.29	0.28	1
55	0	0.06	0.27	1
54	0	0.64	0.58	1
33	0	0.06	0.07	1
0	44	0.76	0.5	1
1	64	0.55	0.38	1
48	0	0.07	0.12	1
71	0	0.14	0.01	1
42	0	0.04	0.12	1
0	34	0.54	0.53	1
58	1	0.46	0.18	1
38	0	0.03	0.26	1
67	1	0.72	0.54	1
50	0	0.05	0.03	1
53	0	0.39	0.5	1
1	66	0.45	0.51	1
1	49	0.43	0.02	1
25	0	0.16	0.2	1
34	2	0.38	0.62	1
0	33	0.01	0.12	1
39	0	0.01	0.21	1
47	0	0.45	0.95	1
28	0	0.13	0.11	1
46	1	0.22	0.09	1
44	1	0.22	0.16	1
57	1	0.37	0.43	1
32	0	0.36	0.23	1
28	0	0.21	0.4	1
51	0	0.2	0.03	1
73	0	0.51	0.93	1
50	1	0.03	0.23	1
72	0	0.11	0.02	1
36	0	0.23	0.07	1
51	0	0.3	0.2	1
41	0	0.03	0.14	1
46	3	0.54	0.77	1
36	1	0.97	0.93	1
53	2	0.04	0.18	1
0	37	0.81	0.91	1
51	0	0.12	0.1	1
27	0	0.65	0.86	1
35	0	0.06	0.07	1
49	1	0.05	0.07	1
36	0	0.24	0.54	1
36	0	0.14	0.23	1
39	0	0.34	0.39	1
0	91	0.8	0.8	1
44	0	0.1	0.01	1
40	0	0.14	0.04	1
48	0	0.25	0.14	1
0	55	0.89	0.92	1
57	0	0.16	0.32	1
79	0	0.2	0.1	1
0	38	0.01	0.15	1
2	40	0.04	0.04	1
42	0	0.08	0.05	1
42	0	0.93	0.82	1
40	0	0.09	0.25	1
33	0	0.15	0.06	1
1	51	0.7	0.39	1
54	0	0.02	0.36	1
53	0	0.83	0.9	1
41	0	0.01	0.04	1
33	0	0.32	0.01	1
0	68	0.07	0.5	1
38	0	0.11	0.17	1
31	1	0.22	0.05	1
36	1	0.12	0.46	1
35	0	0.32	0.12	1
0	40	0.2	0.18	1
56	0	0.03	0.05	1
43	1	0.58	0.88	1
43	0	0.76	0.31	1
67	1	0.25	0.38	1
51	0	0.36	0.2	1
42	0	0.26	0.68	1
0	35	0.72	0.58	1
51	1	0.02	0.06	1
47	0	0.03	0.03	1
35	0	0.1	0.08	1
51	1	0.27	0.45	1
41	1	0.13	0.51	1
0	27	0.01	0.2	1
61	0	0.38	0.02	1
53	0	0.58	0.76	1
0	53	0.14	0.07	1
36	0	0.05	0.44	1
0	38	0.16	0.25	1
64	3	0.61	0.33	1
1	48	0.42	0.72	1
35	0	0.34	0.38	1
36	0	0.01	0.06	1
49	0	0.01	0.08	1
44	0	0.68	0.88	1
72	0	0.46	0.75	1
42	0	0.09	0.38	1
38	0	0.1	0.03	1
0	29	0.98	0.86	1
31	0	0.14	0.23	1
61	0	0.06	0.02	1
39	0	0.01	0.03	1
34	0	0.07	0.07	1
55	0	0.02	0.18	1
42	2	0.28	0.54	1
58	0	0.09	0.01	1
34	1	0.39	0.46	1
0	36	0.94	0.97	1
32	0	0.19	0.07	1
33	0	0.25	0.4	1
1	47	0.41	0.02	1
52	0	0.26	0.6	1
53	1	0.12	0.56	1
52	1	0.16	0.19	1
0	42	0.92	0.55	1
31	0	0.14	0.05	1
73	0	0.01	0.01	1
43	0	0.95	0.98	1
46	2	0.12	0.03	1
34	0	0.55	0.35	1
40	1	0.45	0.85	1
52	0	0.05	0.1	1
58	0	0.23	0.16	1
2	62	0.4	0.52	1
36	0	0.69	0.7	1
36	0	0.21	0.16	1
40	0	0.86	0.75	1
46	0	0.27	0.01	1
46	1	0.39	0.65	1
54	0	0.09	0.4	1
56	0	0.36	0.63	1
36	0	0.06	0.3	1
13	0	0.25	0.64	1
40	0	0.1	0.48	1
50	0	0.01	0.09	1
61	0	0.01	0.01	1
49	0	0.1	0.25	1
37	0	0.1	0.26	1
53	1	0.12	0.75	1
56	0	0.39	0.22	1
35	0	0.53	0.71	1
56	4	0.46	0.81	1
73	0	0.2	0.03	2
59	0	0.2	0.24	1
49	0	0.4	0.43	1
1	57	0.36	0.42	1
59	0	0.02	0.09	1
39	0	0.49	0.45	1
0	52	0.04	0.01	1
38	0	0.17	0.11	1
31	0	0.33	0.59	1
43	0	0.32	0.85	1
61	0	0.34	0.33	1
53	0	0.12	0.02	1
33	0	0.33	0.03	1
35	1	0.45	0.87	1
30	1	0.74	0.56	1
1	45	0.73	0.25	1
0	35	0.73	0.58	1
0	66	0.67	0.92	1
33	0	0.01	0.1	1
33	0	0.13	0.34	1
36	2	0.58	0.52	1
48	0	0.03	0.04	1
35	1	0.03	0.01	1
33	0	0.26	0.31	1
0	47	0.12	0.06	1
0	47	0.65	0.92	1
37	0	0.39	0.87	1
0	48	0.79	0.47	1
36	1	0.16	0.12	1
28	0	0.12	0.02	1
0	47	0.89	0.53	1
65	1	0.06	0.25	1
52	0	0.77	0.85	1
0	48	0.08	0.04	1
51	0	0.59	0.56	1
41	0	0.35	0.07	1
46	1	0.04	0.01	1
43	0	0.05	0.12	1
50	0	0.35	0.4	1
0	45	0.22	0.61	1
34	0	0.27	0.06	1
26	0	0.17	0.1	1
45	0	0.17	0.45	1
39	0	0.2	0.08	1
41	0	0.23	0.17	1
1	53	0.84	0.77	1
51	1	0.35	0.49	1
49	1	0.34	0.04	1
49	1	0.15	0.03	1
39	0	0.2	0.2	1
46	0	0.03	0.26	1
56	1	0.3	0.26	1
0	51	0.31	0.02	1
42	0	0.25	0.12	1
0	52	0.11	0.13	1
41	0	0.11	0.02	1
52	0	0.1	0.39	1
37	0	0.05	0.02	1
45	1	0.17	0.05	1
39	0	0.9	0.59	1
1	46	0.32	0.12	1
45	0	0.11	0.17	1
66	0	0.64	0.69	1
35	0	0.03	0.1	1
40	0	0.01	0.02	1
43	0	0.22	0.11	1
55	0	0.5	0.65	1
1	51	0.01	0.03	1
75	0	0.08	0.31	1
0	35	0.05	0.07	1
1	28	0.4	0.64	1
38	0	0.65	0.83	1
0	56	0.91	0.84	1
22	34	0.57	0.27	1
37	0	0.41	0.86	1
0	45	0.07	0.12	1
0	36	0.71	0.76	1
62	0	0.13	0.34	1
0	44	0.21	0.38	1
1	34	0.95	0.92	1
43	0	0.43	0.65	1
37	0	0.02	0.02	1
53	0	0.18	0.15	1
68	1	0.05	0.48	1
55	0	0.46	0.11	1
1	50	0.36	0.06	1
37	1	0.24	0.02	1
43	0	0.13	0.39	1
36	1	0.71	0.52	1
44	0	0.11	0.35	1
64	0	0.96	0.91	1
53	0	0.21	0.74	1
46	0	0.18	0.17	1
38	1	0.04	0.03	1
1	34	0.75	0.42	1
0	73	0.05	0.49	1
46	0	0.07	0.05	1
34	0	0.09	0.11	1
42	0	0.32	0.39	1
37	0	0.08	0.18	1
39	0	0.02	0.39	1
1	42	0.36	0.51	1
2	43	0.01	0.17	1
42	1	0.94	0.64	1
15	25	0.79	0.4	1
48	0	0.21	0.04	1
46	0	0.14	0.19	1
56	2	0.17	0.02	1
44	0	0.15	0.09	2
47	0	0.45	0.24	1
40	0	0.54	0.69	1
52	0	0.12	0.09	1
53	0	0.26	0.37	1
50	0	0.17	0.26	1
0	38	0.25	0.35	1
53	0	0.63	0.3	1
44	1	0.52	0.45	1
54	0	0.01	0.09	1
43	0	0.15	0.06	1
51	0	0.13	0.22	1
48	0	0.19	0.03	1
41	0	0.26	0.31	1
38	1	0.23	0.18	1
0	57	0.16	0.35	1
26	0	0.74	0.54	1
38	0	0.03	0.22	1
58	0	0.1	0.07	1
49	0	0.15	0.79	1
50	2	0.03	0.03	1
54	1	0.21	0.02	1
47	0	0.03	0.06	1
57	0	0.13	0.01	1
53	0	0.39	0.46	1
40	0	0.02	0.1	1
42	1	0.15	0.09	1
0	45	0.01	0.01	1
34	0	0.22	0.12	1
2	46	0.01	0.2	1
